tender_id,tender_date,category,region,procurement_method,vendor_id,bidder_ids,num_bidders,tender_value,estimated_market_value,bid_amount,bid_rank,award_value,final_contract_value,contract_duration_months,bids,is_anomaly,anomaly_types,previous_participations,previous_wins,vendor_win_rate,post_award_change_pct,bid_to_tender_ratio,bid_to_market_ratio
T07944,2023-10-02,IT Services,North,open,V0040,V0040|V0090|V0157|V0233|V0241|V0306|V0362,7,135.81,144.92,121.59,1,123.44,123.99,34,V0040:121.59|V0090:140.13|V0157:122.72|V0233:130.39|V0241:129.44|V0306:123.87|V0362:138.13,0,,87,24,0.27586206896551724,0.4455605962410865,0.8952948972829688,0.8390146287606957
T09312,2023-10-02,IT Services,South,open,V0348,V0063|V0195|V0236|V0348,4,53.99,50.9,49.36,1,48.88,49.07,20,V0063:50.03|V0195:53.87|V0236:49.92|V0348:49.36,0,,86,18,0.20930232558139536,0.3887070376432032,0.914243378403408,0.9697445972495089
T01027,2023-10-03,Medical Supplies,Central,open,V0090,V0090|V0283|V0396,3,43.33,43.8,39.45,1,39.22,39.76,17,V0090:39.45|V0283:41.28|V0396:41.29,0,,93,17,0.1827956989247312,1.3768485466598652,0.9104546503577199,0.9006849315068495
T04042,2023-10-03,Medical Supplies,North,open,V0298,V0072|V0129|V0184|V0221|V0233|V0256|V0298|V0304,8,582.8,611.57,514.49,1,516.83,528.26,17,V0072:536.31|V0129:572.74|V0184:534.53|V0221:609.33|V0233:582.31|V0256:519.08|V0298:514.49|V0304:602.56,0,,77,15,0.19480519480519481,2.2115589265328928,0.8827899794097461,0.8412610167274391
T04637,2023-10-03,Transport,East,open,V0030,V0020|V0030|V0140,3,208.65,221.66,193.55,1,193.06,207.0,12,V0020:198.11|V0030:193.55|V0140:209.47,0,,88,19,0.2159090909090909,7.220553195897647,0.9276300023963575,0.8731841559144636
T05610,2023-10-03,Consulting,South,open,V0372,V0032|V0177|V0372,3,24.59,23.73,23.32,1,23.45,24.66,24,V0032:25.79|V0177:25.33|V0372:23.32,0,,86,21,0.2441860465116279,5.159914712153522,0.9483529890199268,0.9827222924568058
T06159,2023-10-03,IT Services,South,open,V0068,V0068|V0189|V0223|V0271|V0301,5,139.27,134.67,127.66,1,127.11,132.98,17,V0068:127.66|V0189:131.57|V0223:143.71|V0271:139.03|V0301:136.08,0,,79,18,0.22784810126582278,4.6180473605538435,0.9166367487613987,0.9479468329991833
T07351,2023-10-03,Construction,South,open,V0321,V0025|V0109|V0119|V0206|V0211|V0275|V0297|V0321,8,3499.71,3270.72,3134.04,1,3188.04,3292.56,13,V0025:3247.69|V0109:3596.08|V0119:3406.68|V0206:3650.49|V0211:3235.93|V0275:3625.35|V0297:3509.32|V0321:3134.04,0,,95,15,0.15789473684210525,3.2785034064817244,0.8955141997479791,0.9582110361021426
T07496,2023-10-03,Transport,South,negotiated,V0187,V0136|V0143|V0187|V0201,4,1473.32,1454.89,1298.68,1,1287.5,1363.22,6,V0136:1446.81|V0143:1317.54|V0187:1298.68|V0201:1458.55,0,,115,26,0.22608695652173913,5.881165048543691,0.8814649906333994,0.8926310580181319
T07686,2023-10-03,Medical Supplies,East,open,V0160,V0160|V0196|V0228|V0266,4,181.48,186.13,160.85,1,162.87,166.51,27,V0160:160.85|V0196:168.26|V0228:166.56|V0266:188.92,0,,92,17,0.18478260869565216,2.234911278934111,0.8863235618249945,0.8641809487992264
T07826,2023-10-03,IT Services,West,open,V0005,V0002|V0003|V0004|V0005,4,478.62,489.57,441.38,1,441.38,443.47,6,V0002:452.91|V0003:443.95|V0004:462.78|V0005:441.38,1,repeated_co_bidders,197,49,0.24873096446700507,0.47351488513299916,0.922192971459613,0.9015666809649284
T08675,2023-10-03,Transport,Central,open,V0388,V0090|V0099|V0126|V0243|V0329|V0358|V0388,7,1505.55,1530.8,1398.9,1,1400.48,1496.63,27,V0090:1506.93|V0099:1565.61|V0126:1461.77|V0243:1536.22|V0329:1473.55|V0358:1557.55|V0388:1398.90,0,,100,23,0.23,6.8655032560265115,0.9291621002291522,0.9138359027959237
T08707,2023-10-03,Transport,South,open,V0346,V0051|V0346,2,100.19,93.79,94.38,1,94.38,96.79,26,V0051:98.48|V0346:94.38,1,low_bid_count,92,22,0.2391304347826087,2.553507098961656,0.9420101806567521,1.0062906493229555
T09007,2023-10-03,Construction,West,open,V0067,V0025|V0067|V0249|V0277|V0299|V0330,6,3302.64,3464.99,2929.59,1,2981.88,3043.15,8,V0025:3182.68|V0067:2929.59|V0249:3435.30|V0277:3377.65|V0299:3045.73|V0330:3194.32,0,,94,24,0.2553191489361702,2.0547439870149025,0.8870449095269239,0.8454829595467809
T00001,2023-10-04,Consulting,East,open,V0027,V0027|V0029|V0161|V0183|V0205|V0208,6,271.24,289.05,240.86,1,241.63,256.99,35,V0027:240.86|V0029:249.15|V0161:268.74|V0183:271.47|V0205:251.92|V0208:267.61,0,,90,24,0.26666666666666666,6.356826552994253,0.887995870815514,0.8332814391973707
T00516,2023-10-04,Consulting,East,restricted,V0298,V0202|V0298,2,213.96,219.76,206.54,1,206.1,218.6,35,V0202:218.78|V0298:206.54,0,,78,16,0.20512820512820512,6.06501698204755,0.9653206206767619,0.9398434655988351
T00693,2023-10-04,IT Services,Central,open,V0150,V0017|V0046|V0135|V0141|V0150|V0236,6,61.61,65.12,59.06,1,59.69,62.46,16,V0017:62.38|V0046:61.51|V0135:60.82|V0141:60.74|V0150:59.06|V0236:63.43,0,,87,13,0.14942528735632185,4.640643323839845,0.9586106151598767,0.9069410319410319
T00801,2023-10-04,Transport,North,open,V0357,V0010|V0023|V0150|V0250|V0272|V0349|V0357,7,141.43,152.09,126.44,1,126.5,136.3,19,V0010:143.25|V0023:132.46|V0150:134.22|V0250:140.21|V0272:137.83|V0349:131.14|V0357:126.44,0,,89,13,0.14606741573033707,7.747035573122539,0.8940111716043272,0.8313498586363337
T01104,2023-10-04,Medical Supplies,North,negotiated,V0378,V0127|V0153|V0378,3,53.0,51.72,48.7,1,49.23,49.65,24,V0127:54.37|V0153:49.62|V0378:48.70,0,,86,15,0.1744186046511628,0.8531383302864142,0.9188679245283019,0.9416086620262956
T01452,2023-10-04,Construction,North,open,V0357,V0074|V0281|V0314|V0357|V0380|V0397,6,2244.52,2142.93,2177.19,1,2193.08,2187.17,6,V0074:2269.69|V0281:2330.07|V0314:2316.43|V0357:2177.19|V0380:2258.99|V0397:2311.12,0,,89,13,0.14606741573033707,-0.2694840133510795,0.970002494965516,1.0159874564264817
T01478,2023-10-04,IT Services,Central,open,V0150,V0046|V0150|V0323|V0383,4,273.39,261.84,243.36,1,245.2,241.23,33,V0046:281.77|V0150:243.36|V0323:279.35|V0383:278.60,0,,87,13,0.14942528735632185,-1.619086460032626,0.8901569186875893,0.92942254812099
T03130,2023-10-04,Transport,West,open,V0050,V0050|V0162|V0245|V0269|V0317|V0329,6,294.67,285.37,261.59,1,266.15,268.91,32,V0050:261.59|V0162:294.86|V0245:295.88|V0269:278.14|V0317:286.92|V0329:267.32,0,,108,25,0.23148148148148148,1.0370092053353552,0.8877388264838632,0.9166695868521567
T03665,2023-10-04,Consulting,East,open,V0007,V0006|V0007|V0008,3,194.15,209.42,178.01,1,178.01,180.05,14,V0006:185.00|V0007:178.01|V0008:181.51,1,similar_bidding,184,61,0.33152173913043476,1.1460030335374534,0.9168684007210919,0.850014325279343
T04447,2023-10-04,Transport,East,open,V0001,V0001|V0214|V0221|V0252|V0276|V0318,6,1455.36,1399.23,1305.45,1,1305.45,1315.57,31,V0001:1305.45|V0214:1308.59|V0221:1311.04|V0252:1311.77|V0276:1310.22|V0318:1311.23,1,high_win_rate,193,155,0.8031088082901554,0.7752116128537968,0.8969945580474935,0.9329774232970991
T05298,2023-10-04,IT Services,North,open,V0349,V0157|V0348|V0349,3,81.25,83.19,73.69,1,74.35,78.52,34,V0157:77.92|V0348:78.00|V0349:73.69,0,,117,20,0.17094017094017094,5.608607935440487,0.9069538461538461,0.8858035821613175
T05581,2023-10-04,Construction,Central,open,V0369,V0035|V0088|V0179|V0208|V0286|V0369,6,3921.63,3639.79,3530.59,1,3595.96,3796.39,9,V0035:3747.41|V0088:3602.18|V0179:3952.18|V0208:3856.20|V0286:4089.19|V0369:3530.59,0,,111,20,0.18018018018018017,5.573754991712917,0.9002863605184579,0.9699982691309115
T05656,2023-10-04,Construction,East,open,V0369,V0055|V0369,2,4536.2,4663.35,4279.46,1,4279.46,4249.84,18,V0055:4498.68|V0369:4279.46,1,low_bid_count,111,20,0.18018018018018017,-0.6921434012702512,0.9434019664035977,0.9176793506813771
T05690,2023-10-04,Transport,North,restricted,V0386,V0011|V0194|V0386,3,696.26,707.35,630.67,1,642.92,682.3,34,V0011:699.70|V0194:633.90|V0386:630.67,0,,108,21,0.19444444444444445,6.125178871399241,0.9057966851463534,0.891595391249028
T06152,2023-10-04,Consulting,North,open,V0208,V0010|V0018|V0062|V0142|V0147|V0208|V0246|V0363,8,151.59,141.72,138.53,1,140.2,143.52,19,V0010:146.37|V0018:156.04|V0062:143.83|V0142:143.94|V0147:146.40|V0208:138.53|V0246:157.04|V0363:142.44,0,,104,24,0.23076923076923078,2.368045649072769,0.9138465597994591,0.977490826982783
T06425,2023-10-04,Consulting,West,open,V0079,V0079|V0080|V0341,3,278.83,272.66,259.25,1,263.54,267.21,10,V0079:259.25|V0080:281.56|V0341:291.43,0,,100,25,0.25,1.3925779767777031,0.9297780009324679,0.9508178684075405
T06567,2023-10-04,Construction,North,open,V0310,V0117|V0250|V0310,3,3141.34,3057.15,3072.29,1,3088.1,3038.85,35,V0117:3159.47|V0250:3117.15|V0310:3072.29,0,,86,21,0.2441860465116279,-1.5948317735824618,0.9780189345947907,1.0049523248777457
T08207,2023-10-04,Transport,North,open,V0087,V0087|V0272|V0306,3,1241.62,1266.06,1193.95,1,1206.77,1291.43,13,V0087:1193.95|V0272:1251.91|V0306:1260.60,0,,91,19,0.2087912087912088,7.015421331322464,0.9616066107182553,0.943043773596828
T08482,2023-10-04,Consulting,North,open,V0377,V0268|V0377,2,36.69,37.02,33.89,1,33.89,34.93,19,V0268:37.60|V0377:33.89,1,low_bid_count,101,21,0.2079207920792079,3.068751844201827,0.9236849277732353,0.9154511075094542
T08608,2023-10-04,Medical Supplies,East,open,V0131,V0045|V0070|V0122|V0131|V0180|V0231|V0279,7,59.82,59.13,52.89,1,53.54,56.9,21,V0045:61.64|V0070:61.42|V0122:55.17|V0131:52.89|V0180:55.05|V0231:61.35|V0279:59.20,0,,87,18,0.20689655172413793,6.275681733283525,0.8841524573721163,0.8944698122780315
T08614,2023-10-04,Consulting,South,open,V0096,V0096|V0139|V0307|V0341|V0363,5,41.54,41.07,36.66,1,36.56,37.29,18,V0096:36.66|V0139:39.24|V0307:39.12|V0341:39.90|V0363:40.70,0,,102,11,0.10784313725490197,1.9967177242888317,0.8825228695233509,0.8926223520818114
T08846,2023-10-04,Transport,North,negotiated,V0087,V0087|V0313,2,222.53,219.75,204.3,1,207.63,206.43,16,V0087:204.30|V0313:222.45,0,,91,19,0.2087912087912088,-0.5779511631267104,0.9180784613310565,0.9296928327645052
T09912,2023-10-04,Transport,South,negotiated,V0101,V0101|V0111|V0346|V0399,4,442.22,428.53,419.51,1,421.24,429.02,9,V0101:419.51|V0111:430.65|V0346:464.28|V0399:445.03,0,,103,25,0.24271844660194175,1.8469281169879337,0.9486454705802541,0.9789512986255339
T09940,2023-10-04,Consulting,South,open,V0321,V0167|V0177|V0214|V0321|V0332,5,165.94,166.31,154.69,1,154.07,162.21,30,V0167:171.90|V0177:157.96|V0214:168.08|V0321:154.69|V0332:160.45,0,,96,16,0.16666666666666666,5.2833127799052475,0.9322044112329758,0.9301304792255426
T00171,2023-10-05,IT Services,North,open,V0163,V0162|V0163|V0229|V0357|V0392,5,455.45,454.33,409.86,1,410.74,428.63,22,V0162:443.29|V0163:409.86|V0229:426.69|V0357:433.47|V0392:416.75,0,,86,17,0.19767441860465115,4.355553391439837,0.8999011966187288,0.9021196046926243
T00434,2023-10-05,Consulting,South,restricted,V0312,V0303|V0312|V0332,3,200.88,187.52,182.93,1,182.28,178.64,25,V0303:191.72|V0312:182.93|V0332:206.85,0,,122,15,0.12295081967213115,-1.9969278033794244,0.9106431700517723,0.9755226109215017
T00513,2023-10-05,Consulting,Central,open,V0120,V0092|V0120|V0170|V0186|V0208|V0377,6,73.94,73.0,69.3,1,69.87,72.13,28,V0092:70.04|V0120:69.30|V0170:77.02|V0186:73.39|V0208:69.49|V0377:69.81,0,,108,23,0.21296296296296297,3.2345785029340073,0.9372464160129835,0.9493150684931506
T01451,2023-10-05,Construction,West,open,V0271,V0174|V0204|V0271|V0311|V0350,5,3127.26,3021.77,2777.79,1,2830.41,4198.5,17,V0174:2820.57|V0204:3177.39|V0271:2777.79|V0311:3134.96|V0350:2851.35,1,post_award_change,94,18,0.19148936170212766,48.33540017170658,0.8882504172982099,0.9192592420998289
T03821,2023-10-05,Construction,South,open,V0330,V0112|V0123|V0211|V0330|V0379|V0393,6,1003.44,956.06,918.89,1,920.05,967.39,35,V0112:1046.17|V0123:983.15|V0211:1023.38|V0330:918.89|V0379:973.25|V0393:1000.67,0,,114,17,0.14912280701754385,5.145372534101411,0.9157398548991469,0.9611216869234149
T04551,2023-10-05,Medical Supplies,West,open,V0130,V0043|V0130|V0234|V0300|V0376,5,43.72,43.05,40.58,1,41.19,41.63,10,V0043:45.71|V0130:40.58|V0234:45.47|V0300:41.98|V0376:42.74,0,,98,22,0.22448979591836735,1.068220441854831,0.9281793229643184,0.9426248548199768
T06118,2023-10-05,Transport,East,negotiated,V0027,V0027|V0099|V0248|V0349,4,102.22,96.53,93.55,1,92.93,93.52,13,V0027:93.55|V0099:105.82|V0248:105.13|V0349:103.41,0,,91,25,0.27472527472527475,0.6348864736898625,0.9151829387595383,0.9691287682585724
T06971,2023-10-05,Medical Supplies,Central,negotiated,V0362,V0084|V0258|V0336|V0362,4,492.76,475.42,446.52,1,450.1,454.32,22,V0084:447.82|V0258:472.31|V0336:516.61|V0362:446.52,0,,103,22,0.21359223300970873,0.9375694290157676,0.9061612143842844,0.939211644440705
T07423,2023-10-05,IT Services,West,open,V0312,V0017|V0050|V0251|V0285|V0312,5,335.64,319.39,300.43,1,297.89,403.67,26,V0017:349.68|V0050:322.90|V0251:332.04|V0285:329.82|V0312:300.43,1,post_award_change,122,15,0.12295081967213115,35.50975192185036,0.8950959361220355,0.9406368389742948
T07543,2023-10-05,Medical Supplies,South,restricted,V0379,V0365|V0379,2,780.41,787.45,717.93,1,729.2,951.91,14,V0365:775.54|V0379:717.93,1,post_award_change,91,17,0.18681318681318682,30.54168952276466,0.9199395189707974,0.9117150295256841
T08648,2023-10-05,Transport,North,open,V0303,V0165|V0303|V0349|V0352|V0374,5,1190.33,1171.69,1057.96,1,1058.08,1064.43,8,V0165:1126.47|V0303:1057.96|V0349:1102.34|V0352:1187.21|V0374:1196.72,0,,90,17,0.18888888888888888,0.600143656434309,0.8887955440928147,0.9029350766841059
T09190,2023-10-05,Medical Supplies,West,restricted,V0359,V0287|V0300|V0359,3,298.3,297.48,262.97,1,264.33,261.22,22,V0287:307.00|V0300:273.93|V0359:262.97,0,,92,27,0.29347826086956524,-1.1765596035258794,0.8815621857190749,0.8839922011563803
T09774,2023-10-05,Transport,South,negotiated,V0239,V0146|V0239|V0400,3,1421.86,1324.27,1270.27,1,1265.16,1333.77,19,V0146:1302.43|V0239:1270.27|V0400:1428.21,0,,117,25,0.21367521367521367,5.423029498245273,0.8933861280294826,0.9592228170992321
T00592,2023-10-06,IT Services,North,restricted,V0135,V0135|V0359,2,272.07,257.77,259.4,1,258.0,260.7,34,V0135:259.40|V0359:259.84,0,,100,22,0.22,1.0465116279069724,0.9534311022898518,1.0063234666563214
T01501,2023-10-06,Consulting,East,open,V0290,V0182|V0290,2,109.25,101.32,105.86,1,105.86,107.86,18,V0182:113.74|V0290:105.86,1,low_bid_count,123,23,0.18699186991869918,1.889287738522577,0.9689702517162472,1.044808527437821
T02348,2023-10-06,Consulting,South,open,V0239,V0214|V0239|V0268|V0299|V0375|V0393,6,295.24,288.98,259.87,1,260.58,264.86,15,V0214:278.27|V0239:259.87|V0268:266.66|V0299:302.51|V0375:270.19|V0393:272.63,0,,118,26,0.22033898305084745,1.6424898303783981,0.8801991600054193,0.89926638521697
T02379,2023-10-06,Consulting,South,restricted,V0226,V0121|V0226|V0309,3,34.09,32.85,30.38,1,30.96,31.26,7,V0121:33.21|V0226:30.38|V0309:32.66,0,,99,26,0.26262626262626265,0.9689922480620178,0.8911704312114989,0.9248097412480973
T02381,2023-10-06,IT Services,East,open,V0209,V0066|V0150|V0209|V0242|V0298,5,253.01,243.5,229.67,1,233.7,248.27,21,V0066:231.35|V0150:248.39|V0209:229.67|V0242:233.66|V0298:257.34,0,,86,25,0.29069767441860467,6.23448866067609,0.9077506817912335,0.9432032854209446
T02939,2023-10-06,Consulting,East,open,V0035,V0035|V0120|V0185|V0228|V0276|V0312,6,74.3,75.04,65.48,1,65.71,69.43,34,V0035:65.48|V0120:70.90|V0185:67.28|V0228:75.29|V0276:70.29|V0312:67.26,0,,111,20,0.18018018018018017,5.661238776441962,0.881292059219381,0.8726012793176972
T04092,2023-10-06,Consulting,North,restricted,V0170,V0170|V0321|V0327,3,83.35,84.07,76.62,1,76.58,75.57,23,V0170:76.62|V0321:84.37|V0327:86.01,0,,98,14,0.14285714285714285,-1.3188822146774681,0.9192561487702461,0.9113833710003569
T04310,2023-10-06,Consulting,East,open,V0290,V0036|V0062|V0070|V0235|V0290|V0343|V0373,7,103.22,104.69,92.44,1,93.23,93.14,28,V0036:95.26|V0062:96.97|V0070:95.87|V0235:107.65|V0290:92.44|V0343:102.02|V0373:98.48,0,,123,23,0.18699186991869918,-0.09653544996246209,0.8955628754117418,0.8829878689464132
T04668,2023-10-06,Consulting,North,restricted,V0230,V0117|V0230|V0247|V0376,4,208.68,204.52,204.0,1,207.03,208.29,12,V0117:204.46|V0230:204.00|V0247:208.99|V0376:208.53,0,,100,27,0.27,0.6086074481959093,0.9775733179988498,0.9974574613729708
T05291,2023-10-06,Construction,East,open,V0371,V0063|V0082|V0113|V0114|V0282|V0354|V0371,7,932.73,902.92,847.84,1,864.6,855.38,22,V0063:873.10|V0082:886.33|V0113:913.55|V0114:878.21|V0282:874.83|V0354:903.29|V0371:847.84,0,,113,20,0.17699115044247787,-1.0663890816562602,0.9089875955528395,0.9389979178664777
T05687,2023-10-06,Construction,Central,open,V0123,V0049|V0088|V0101|V0114|V0123|V0357|V0383,7,2727.0,2585.91,2415.73,1,2432.2,2539.33,26,V0049:2783.89|V0088:2440.87|V0101:2747.57|V0114:2425.31|V0123:2415.73|V0357:2855.84|V0383:2628.63,0,,95,26,0.2736842105263158,4.4046542225146,0.8858562522918959,0.934189511622601
T06219,2023-10-06,Construction,West,negotiated,V0020,V0020|V0050|V0255,3,4866.13,4750.01,4315.73,1,4324.64,4540.61,31,V0020:4315.73|V0050:4418.15|V0255:4750.78,0,,101,24,0.2376237623762376,4.99394169225645,0.8868916366804831,0.9085728240572124
T06616,2023-10-06,Medical Supplies,North,open,V0034,V0034|V0087|V0120|V0154|V0309|V0357|V0369,7,84.06,83.33,36.41,1,36.41,36.8,35,V0034:36.41|V0087:37.50|V0120:38.59|V0154:39.69|V0309:40.78|V0357:41.87|V0369:42.96,1,price_deviation,81,19,0.2345679012345679,1.0711343037627041,0.4331429931001665,0.43693747749909995
T06692,2023-10-06,Construction,North,open,V0300,V0045|V0119|V0207|V0300,4,1020.51,1002.79,925.55,1,924.95,996.31,9,V0045:938.00|V0119:1018.03|V0207:953.40|V0300:925.55,0,,96,21,0.21875,7.71501162224984,0.9069484865410432,0.9229749000289194
T06781,2023-10-06,IT Services,South,open,V0254,V0066|V0211|V0227|V0254|V0311|V0335|V0352,7,176.35,169.83,159.82,1,159.95,205.33,18,V0066:165.53|V0211:180.98|V0227:177.53|V0254:159.82|V0311:174.61|V0335:172.01|V0352:179.40,1,post_award_change,107,25,0.2336448598130841,28.371366051891233,0.906265948398072,0.941058705764588
T07165,2023-10-06,Construction,Central,open,V0025,V0025|V0123|V0161|V0297|V0299,5,2001.52,2016.27,1791.99,1,1816.35,1899.4,34,V0025:1791.99|V0123:1968.23|V0161:1855.84|V0297:1890.72|V0299:2049.73,0,,102,20,0.19607843137254902,4.572356649324204,0.8953145609336904,0.8887648975583627
T08114,2023-10-06,IT Services,North,restricted,V0004,V0002|V0003|V0004|V0005,4,142.61,137.69,129.43,1,129.43,131.35,11,V0002:140.75|V0003:132.53|V0004:129.43|V0005:135.79,1,repeated_co_bidders,198,52,0.26262626262626265,1.4834273352391156,0.9075801135965219,0.9400101677681749
T09139,2023-10-06,IT Services,Central,negotiated,V0001,V0001|V0222|V0336|V0353,4,93.29,93.98,82.68,1,82.68,82.2,34,V0001:82.68|V0222:86.85|V0336:89.12|V0353:89.15,1,high_win_rate,194,156,0.8041237113402062,-0.5805515239477551,0.8862686247186193,0.8797616514151948
T01846,2023-10-07,Medical Supplies,West,open,V0395,V0014|V0034|V0098|V0110|V0300|V0337|V0395|V0400,8,600.26,641.49,541.23,1,546.41,574.99,28,V0014:625.65|V0034:599.49|V0098:606.76|V0110:560.65|V0300:558.66|V0337:577.15|V0395:541.23|V0400:542.03,0,,89,18,0.20224719101123595,5.230504566168269,0.9016592809782428,0.843707618201375
T02039,2023-10-07,Transport,Central,open,V0103,V0011|V0103|V0138|V0195|V0324,5,161.13,166.69,146.22,1,148.61,153.55,22,V0011:159.64|V0103:146.22|V0138:165.88|V0195:155.71|V0324:155.63,0,,101,30,0.297029702970297,3.324137002893478,0.9074660212250978,0.8771971923930649
T02228,2023-10-07,Consulting,East,open,V0017,V0011|V0017|V0182,3,133.37,137.08,134.68,1,136.31,141.77,16,V0011:137.90|V0017:134.68|V0182:138.23,0,,83,19,0.2289156626506024,4.005575526373713,1.0098222988678114,0.9824919754887657
T04928,2023-10-07,Consulting,West,open,V0156,V0098|V0128|V0156|V0213|V0220|V0237|V0343|V0363,8,255.64,250.71,230.62,1,234.8,253.15,21,V0098:244.88|V0128:247.10|V0156:230.62|V0213:265.55|V0220:234.52|V0237:263.19|V0343:266.03|V0363:265.43,0,,96,22,0.22916666666666666,7.815161839863712,0.9021279924894383,0.9198675760839217
T05476,2023-10-07,Transport,West,open,V0098,V0098|V0101|V0122|V0145|V0253|V0317|V0331|V0391,8,1613.27,1660.73,1443.74,1,1431.48,1428.26,9,V0098:1443.74|V0101:1606.75|V0122:1642.47|V0145:1469.57|V0253:1669.93|V0317:1685.08|V0331:1510.62|V0391:1659.21,0,,112,17,0.15178571428571427,-0.22494201805124958,0.8949152962616301,0.8693405911858039
T05497,2023-10-07,Medical Supplies,Central,open,V0383,V0038|V0122|V0296|V0298|V0319|V0325|V0364|V0383,8,779.66,802.49,705.35,1,709.52,764.23,19,V0038:784.12|V0122:754.17|V0296:774.21|V0298:742.80|V0319:816.06|V0325:717.32|V0364:805.57|V0383:705.35,0,,103,18,0.17475728155339806,7.710846769647091,0.9046892235076829,0.8789517626387868
T05996,2023-10-07,Construction,East,open,V0155,V0049|V0155|V0366,3,1814.57,1787.77,1620.69,1,1619.67,1641.35,30,V0049:1878.25|V0155:1620.69|V0366:1682.59,0,,115,23,0.2,1.3385442713639097,0.8931537499242246,0.9065427879425206
T06141,2023-10-07,Transport,Central,open,V0008,V0006|V0007|V0008,3,615.0,577.51,572.97,1,572.97,570.84,25,V0006:584.04|V0007:595.11|V0008:572.97,1,similar_bidding,185,61,0.32972972972972975,-0.37174721189591,0.9316585365853659,0.9921386642655539
T06202,2023-10-07,Transport,West,open,V0370,V0025|V0080|V0145|V0266|V0332|V0370,6,1784.19,1677.67,1595.96,1,1624.51,1673.64,19,V0025:1850.30|V0080:1644.17|V0145:1744.38|V0266:1600.21|V0332:1701.07|V0370:1595.96,0,,91,16,0.17582417582417584,3.024296557115691,0.8945011461783778,0.9512955468000263
T06939,2023-10-07,Construction,Central,negotiated,V0392,V0093|V0355|V0356|V0392,4,4164.37,4004.5,3828.85,1,3833.14,4137.02,12,V0093:4018.82|V0355:3896.86|V0356:3844.50|V0392:3828.85,0,,110,25,0.22727272727272727,7.927704179862999,0.9194307902515867,0.9561368460481957
T07980,2023-10-07,Medical Supplies,North,open,V0283,V0041|V0138|V0155|V0184|V0238|V0283,6,537.9,503.24,480.23,1,480.79,471.89,9,V0041:559.26|V0138:558.52|V0155:483.29|V0184:490.12|V0238:498.47|V0283:480.23,0,,91,23,0.25274725274725274,-1.8511200316146412,0.8927867633389106,0.9542762896431126
T09859,2023-10-07,Transport,Central,restricted,V0220,V0126|V0211|V0218|V0220,4,1969.02,1828.48,1902.43,1,1904.69,1928.47,21,V0126:2037.94|V0211:2055.51|V0218:2031.61|V0220:1902.43,0,,108,31,0.28703703703703703,1.248497130766685,0.9661811459507775,1.040443428421421
T00615,2023-10-08,Transport,East,open,V0335,V0118|V0180|V0246|V0284|V0293|V0306|V0335,7,685.09,703.65,609.15,1,609.04,641.86,14,V0118:712.52|V0180:637.49|V0246:704.82|V0284:696.99|V0293:637.60|V0306:668.92|V0335:609.15,0,,96,28,0.2916666666666667,5.388808616839625,0.8891532499379643,0.8657002771264123
T01040,2023-10-08,Construction,South,open,V0053,V0053|V0077|V0148,3,768.51,790.02,713.59,1,720.16,773.38,9,V0053:713.59|V0077:716.62|V0148:768.32,0,,91,22,0.24175824175824176,7.3900244390135565,0.9285370392057358,0.9032556137819296
T01557,2023-10-08,Medical Supplies,West,open,V0249,V0042|V0078|V0249|V0269|V0309|V0341|V0342|V0378,8,470.33,488.81,418.61,1,426.03,458.46,6,V0042:483.49|V0078:486.02|V0249:418.61|V0269:484.99|V0309:475.90|V0341:431.51|V0342:468.10|V0378:482.72,0,,107,17,0.1588785046728972,7.612139990141542,0.8900346565177641,0.8563859168183957
T03790,2023-10-08,Construction,South,restricted,V0211,V0109|V0211|V0332,3,2292.13,2445.11,2062.55,1,2065.99,2087.96,10,V0109:2258.75|V0211:2062.55|V0332:2372.76,0,,116,23,0.19827586206896552,1.0634126980285605,0.8998398869174087,0.843540781396338
T04583,2023-10-08,Construction,East,restricted,V0119,V0119|V0235|V0295,3,1495.05,1420.78,1419.0,1,1415.64,1501.45,14,V0119:1419.00|V0235:1440.73|V0295:1499.38,0,,98,17,0.17346938775510204,6.061569325534736,0.9491321360489616,0.9987471670490857
T07141,2023-10-08,Construction,East,open,V0176,V0176|V0288|V0331|V0357,4,811.36,751.97,717.31,1,729.14,770.97,10,V0176:717.31|V0288:737.46|V0331:752.52|V0357:810.40,0,,81,14,0.1728395061728395,5.736895520750479,0.884083514099783,0.9539077356809446
T07196,2023-10-08,Transport,North,negotiated,V0074,V0058|V0074|V0251,3,292.72,272.87,279.06,1,283.59,408.42,23,V0058:298.48|V0074:279.06|V0251:287.47,1,post_award_change,97,15,0.15463917525773196,44.017772135829915,0.9533342443290516,1.0226847949573057
T07763,2023-10-08,Construction,East,open,V0317,V0055|V0114|V0130|V0169|V0315|V0317,6,1475.31,1543.07,1327.78,1,1330.05,1414.81,27,V0055:1342.47|V0114:1544.25|V0130:1420.98|V0169:1483.27|V0315:1330.86|V0317:1327.78,0,,112,21,0.1875,6.372692755911431,0.9000006778236439,0.8604794338558848
T08269,2023-10-08,Consulting,West,open,V0186,V0024|V0186|V0190|V0205|V0230|V0240|V0257|V0261,8,251.52,266.98,222.02,1,225.89,242.78,21,V0024:245.24|V0186:222.02|V0190:239.82|V0205:253.22|V0230:262.05|V0240:236.86|V0257:222.25|V0261:239.79,0,,107,24,0.22429906542056074,7.477090619327999,0.8827131043256997,0.8315978724998127
